Cluster ID,Concept ID,Term
msk_cod,210733008,"Degloving injury, multiple toes"
msk_cod,8135006,Closed dislocation of jaw
msk_cod,1186751004,Structure of joint between bodies of T1 and T2
msk_cod,10627551000119107,Furuncle of right thumb
msk_cod,723995003,Schimke immuno-osseous dysplasia (disorder)
msk_cod,102301002,Cartilaginous centrum of sacral vertebra
msk_cod,10637071000119109,Pressure ulcer of buttock stage 2 (disorder)
msk_cod,30967002,Thyrotoxic periodic paralysis
msk_cod,211220005,"Insect bite, nonvenomous, of shoulder and upper arm, infected"
msk_cod,285391000,Strain of muscle of lower limb
msk_cod,299607008,Normal active range of toe abduction
msk_cod,212421009,Injury of multiple muscles and tendons at shoulder and upper arm level
msk_cod,238386003,Abscess of dorsum of hand
msk_cod,89437009,Cerebral paraparesis
msk_cod,68437005,Thyrotoxic myopathy
msk_cod,87592007,Multiple closed dislocations of hand
msk_cod,416685005,Finding of pubic bone (finding)
msk_cod,366652000,Finding of shape of nail
msk_cod,125658009,Open wound of hip region
msk_cod,1079071000119101,Primary angiosarcoma of right lower limb (disorder)
msk_cod,245880002,L1/L2 ligamentum flavum
msk_cod,109381003,Arteriosclerosis of saphenous vein
msk_cod,309744003,Old tear of posterior horn of medial meniscus
msk_cod,208271008,"Closed fracture distal humerus, lateral epicondyle"
msk_cod,427947000,Monoarthritis of hip joint (disorder)
msk_cod,271155000,"Traumatic blister of scapular region, infected"
msk_cod,267934008,Ankylosis of joint of pelvis and/or hip
msk_cod,792845002,Intermittent claudication due to atherosclerosis of artery of limb (finding)
msk_cod,12071000119102,Acquired spondylolysis of lumbar spine (disorder)
msk_cod,446597007,Closed depressed fracture of skull (disorder)
msk_cod,11310961000119109,Closed fracture of L4
msk_cod,127290007,Open medial dislocation of subtalar joint
msk_cod,267936005,Joint ankylosis of the ankle and/or foot (disorder)
msk_cod,10188004,Acute osteomyelitis of the hand
msk_cod,43689004,Ulnar deviation of the wrist
msk_cod,203026005,Muscle abscess of pelvis (disorder)
msk_cod,30654002,Nail overgrowth
msk_cod,725096002,Cryptomicrotia brachydactyly syndrome (disorder)
msk_cod,300861003,Mass of musculoskeletal structure
msk_cod,426777008,Pathological fracture of patella (disorder)
msk_cod,735863007,Laceration of ankle with foreign body (disorder)
msk_cod,245899006,T4/T5 intertransverse ligament
msk_cod,111723007,"Contusion, lower limb, multiple sites"
msk_cod,19375000,Septic arthritis of pelvic region
msk_cod,66264000,Postseizure paralysis
msk_cod,6211002,Polyarthritis associated with another disorder
msk_cod,720363008,Lumbosacral arthritis
msk_cod,713594009,Patellar apprehension test positive (finding)
msk_cod,402266009,Irritant contact dermatitis of hands due to solvent (disorder)
msk_cod,15727761000119101,Adhesions of bilateral temporomandibular joints (disorder)
msk_cod,203049007,Dupuytren's disease of finger
msk_cod,283495008,Stab wound of heel
msk_cod,444999002,Infective arthritis of ankle and/or foot (disorder)
msk_cod,772139001,Obstruction co-occurrent and due to left femoral hernia (disorder)
msk_cod,317901000119108,Arthritis of joint of right shoulder region caused by Streptococcus pneumoniae
msk_cod,15934981000119109,Acquired overriding toes of right foot (disorder)
msk_cod,73600009,Bilateral traumatic amputation of legs at any level without complication
msk_cod,1162293008,Inflammation of joint caused by Mycobacterium
msk_cod,308154003,Hematoma of rectus sheath
msk_cod,39797006,Osteitis of upper arm
msk_cod,209243009,Open fracture dislocation acromioclavicular joint
msk_cod,90799002,Multiple fractures of lower limb with ribs AND sternum
msk_cod,299429002,Normal passive range of ankle dorsiflexion
msk_cod,298208004,Elbow joint laxity
msk_cod,299170005,Decreased passive range of thumb abduction
msk_cod,82687006,Ninth thoracic vertebra
msk_cod,308771000119102,Tendinitis of right gluteal tendon (disorder)
msk_cod,1255219002,Traumatic rupture of tendon of supraspinatus muscle (disorder)
msk_cod,94629006,Secondary malignant neoplasm of thigh
msk_cod,208636004,"Closed fracture distal tibia, intra-articular"
msk_cod,68451005,Chronic gouty arthritis
msk_cod,730915006,Entire L3/L4 intertransverse ligament (body structure)
msk_cod,424010006,Tendinitis of hip (disorder)
msk_cod,728023001,Entire zygapophysial joint within regions of vertebral column (body structure)
msk_cod,211336009,"Abrasion and/or friction burn of lower limb, infected (disorder)"
msk_cod,403562000,Rudimentary digit (disorder)
msk_cod,89601008,Tic of organic origin
msk_cod,298554009,Increased active range of thoracic spine right rotation
msk_cod,239018005,Schoepf-Schulz-Passage syndrome
msk_cod,1052240009,Partial paralysis of right vocal cord
msk_cod,609591000,Mononeuropathy of upper limb (disorder)
msk_cod,308731000119100,Ganglion cyst of right shoulder (disorder)
msk_cod,298164009,Wrist joint active
msk_cod,60937000,Degeneration of lumbosacral intervertebral disc
msk_cod,763499004,Incomplete right cleft lip and incomplete right cleft of alveolus
msk_cod,283487009,Stab wound of calf
msk_cod,363182001,Injury of cartilage
msk_cod,340311000119104,Internuclear ophthalmoplegia of left eye (disorder)
msk_cod,391081008,Quantitative ultrasound scan of heel - result osteoporotic (finding)
msk_cod,1079731000119102,Dermatofibroma of left arm
msk_cod,704225003,Open fracture of middle phalanx of index finger
msk_cod,29440002,Superficial injury of groin with infection
msk_cod,299047000,Observation of measures of hand
msk_cod,249372005,Absent maxilla
msk_cod,49736003,Periostosis without osteomyelitis (disorder)
msk_cod,298480007,Cervical spine crepitus palpable
msk_cod,283660000,Nail wound of wrist
msk_cod,296171000119106,Derangement of anterior horn of lateral meniscus due to injury of knee (disorder)
msk_cod,11865041000119102,Injury of right lower limb (disorder)
msk_cod,402224008,Fingertip eczema (disorder)
msk_cod,284551006,Laceration of foot
msk_cod,299100006,Decreased active range of finger adduction
msk_cod,1149280009,Hydroxyapatite deposition disease of joint of ankle (disorder)
msk_cod,371082009,Arthritis of spine (disorder)
msk_cod,876921000000102,Right triceps reflex normal (finding)
msk_cod,352481000119103,Primary malignant neoplasm of skin of left lower limb
msk_cod,90116003,Contracture of joint of shoulder region
msk_cod,283834003,Animal bite of dorsum of foot
msk_cod,43814000,Atelosteogenesis/diastrophic dysplasia group
msk_cod,879818005,Foetal sacral teratoma
msk_cod,733064004,"Osteosarcoma, limb anomalies, erythroid macrocytosis syndrome"
msk_cod,413428007,Acquired kyphosis (disorder)
msk_cod,718938003,Somatic dysfunction of thoracic region (finding)
msk_cod,305281000119104,Muscle contracture of left ankle
msk_cod,11828141000119104,Injury of right quadriceps femoris muscle (disorder)
msk_cod,312377009,Post-radiological embolism of upper limb artery
msk_cod,10966441000119100,Stab wound of right foot (disorder)
msk_cod,66188007,Intervertebral foramen of seventh thoracic vertebra
msk_cod,1597601000000107,Fredericson magnetic resonance imaging tibial bone stress injury classification grade 0 (finding)
msk_cod,1186675009,Entire intervertebral symphysis between T12 and L1 (body structure)
msk_cod,723409007,"Multinodular goiter, cystic kidney, polydactyly syndrome (disorder)"
msk_cod,1255812002,"Hodgkin's disease, nodular sclerosis of lymph nodes of upper limb"
msk_cod,30079000,Entire inferior articular process of vertebra
msk_cod,445253000,Intersection syndrome (disorder)
msk_cod,210901006,Injury of dorsal vein of foot
msk_cod,303941000119103,Chronic tophaceous gout of hip due to renal impairment (disorder)
msk_cod,212364001,Injury of superficial vein at shoulder and upper arm level
msk_cod,1145219008,Brachial neuritis due to rupture of cervical intervertebral disc (disorder)
msk_cod,244592001,Entire supraspinous ligament
msk_cod,417262009,Bilateral sacral flexion (finding)
msk_cod,298732005,Observation of rib structure
msk_cod,305291000119101,Contracture of muscle of left forearm (disorder)
msk_cod,13488009,Bayonet sign
msk_cod,271708004,Observation of power of skeletal muscle
msk_cod,111639006,"Closed fracture scapula, acromion"
msk_cod,208688006,Closed fracture metatarsal shaft
msk_cod,210554004,"Degloving injury, elbow area"
msk_cod,713777005,Axial spondyloarthritis without radiographic evidence of ankylosing spondylitis
msk_cod,102556003,Arm pain
msk_cod,11768531000119108,Subungual haematoma of second digit of right hand
msk_cod,1179323004,Structure of facet joint between sixth and seventh vertebra of thoracic spine
msk_cod,244176002,Skin of posterolateral surface of knee
msk_cod,283632002,Needle stick injury of hip
msk_cod,212922008,Superficial frostbite of knee and lower leg
msk_cod,274141009,Tendon contracture
msk_cod,209696005,Open division posterior cruciate ligament knee
msk_cod,16466821000119102,Melorheostosis of spine (disorder)
msk_cod,23834006,Anulus fibrosus of intervertebral disc of twelfth thoracic vertebra
msk_cod,16065651000119107,Gangrene of left leg due to atherosclerosis of autologous bypass graft
msk_cod,11821371000119101,Closed traumatic dislocation of carpometacarpal joint of right wrist (disorder)
msk_cod,102551008,Muscle cramps in foot
msk_cod,698058005,Closed fracture of base of third metacarpal (disorder)
msk_cod,254144002,Osteoglophonic dysplasia
msk_cod,76276001,Injury of popliteal vessels
msk_cod,1052243006,Hemiparesis of left side of face (disorder)
msk_cod,109329003,Abscess of zygomatic bone
msk_cod,4468000,Oppenheim gait
msk_cod,314573006,Inter-regional part of supraspinous ligament
msk_cod,10627311000119101,Furuncle of right forearm
msk_cod,205211001,PFFD - Proximal femoral focal deficiency
msk_cod,272708001,Arch of atlas
msk_cod,298325004,Observation of movement
msk_cod,360904004,Structure of lumbosacral ligament (body structure)
msk_cod,1236844002,"Early-onset myopathy, areflexia, respiratory distress, dysphagia syndrome (disorder)"
msk_cod,342070009,Closed fracture of foot
msk_cod,205142003,Osseous syndactyly of fingers - first web
msk_cod,129159008,Femorotibial joint
msk_cod,111266001,Acquired scoliosis
msk_cod,205063003,Congenital genu recurvatum
msk_cod,90801000119103,Acquired hypoplasia of zygomatic bone
msk_cod,30051000175103,Pressure injury of dorsum of left foot stage 3
msk_cod,298952000,No active range of wrist flexion
msk_cod,1186759002,Structure of joint between bodies of T9 and T10
msk_cod,789674008,SPOAN and SPOAN-related disorder
msk_cod,802201000000108,European pressure ulcer advisory panel grade 4 ulcer left foot (disorder)
msk_cod,298377005,Articular crepitus of temporomandibular joint
msk_cod,417543005,Inferior pubic shear (finding)
msk_cod,280725004,Entire thoracic vertebral pedicle
msk_cod,1162353008,Osteosarcoma of articular cartilage of vertebra
msk_cod,280805008,Entire T1 transverse process
msk_cod,674161000119102,Monoplegia of upper limb due to and following ischemic cerebrovascular accident (disorder)
msk_cod,93585004,Incomplete ossification of hyoid bone
msk_cod,22682006,Open lateral dislocation of proximal end of tibia
msk_cod,46773004,Quervain fracture
msk_cod,94028002,Malignant neoplasm of skin of hand
msk_cod,125621009,Dislocated hip
msk_cod,283562000,Pellet wound of upper arm
msk_cod,76614000,Nucleus pulposus of intervertebral disc of fifth thoracic vertebra
msk_cod,306141000119109,Chronic gout of ankle and/or foot without tophus caused by drug
msk_cod,284223003,Burn of buttock
msk_cod,443496006,Enchondroma of bone (disorder)
msk_cod,283195001,Fishing hook in shoulder
msk_cod,1237298001,Arthrofibrosis of hand
msk_cod,263021005,Anterior dislocation of shoulder joint
msk_cod,42369001,Pallidopontonigral degeneration
msk_cod,18035009,"Supination-eversion injury of ankle, stage 2"
msk_cod,250034009,Middle level sensorimotor gait disorder
msk_cod,12103531000119108,Burn of left thigh
msk_cod,208536009,"Open fracture proximal femur, transepiphyseal"
msk_cod,278914006,Cx 4 vertebra
msk_cod,64213003,Closed anterior dislocation of distal end of femur
msk_cod,424422000,Osteoma of orbit (disorder)
msk_cod,111643005,Open fracture of patella
msk_cod,208920004,"Acute meniscal tear, medial, horizontal cleavage"
msk_cod,94039004,Malignant neoplasm of skin of shoulder
msk_cod,551000119107,Acquired pronation deformity of ankle
msk_cod,11998721000119105,Full thickness burn of right foot (disorder)
msk_cod,299460002,Enlarged foot
msk_cod,957411000000105,Subcutaneous calcaneal bursitis
msk_cod,202973008,Peroneus longus rupture
msk_cod,16009191000119108,Congenital deformity of bilateral upper limbs (disorder)
msk_cod,201478009,Sexually acquired reactive arthropathy of the pelvic region and thigh
msk_cod,240132004,Non-traumatic rhabdomyolysis
msk_cod,190645001,Adult osteomalacia due to malabsorption
msk_cod,211143008,"Splinter of buttock without major open wound, infected"
msk_cod,299186003,Increased active range of thumb opposition
msk_cod,840540008,Burn of digits of hand (disorder)
msk_cod,29110001000004106,Fracture of C4 pedicle
msk_cod,16007191000119100,Gangrene of finger of bilateral hands (disorder)
msk_cod,897602002,Injury of shoulder and/or upper arm
msk_cod,361862005,Entire capsule of knee joint
msk_cod,303545006,No active range of cervical spine protraction
msk_cod,1045000,Colonospasm
msk_cod,54317001,Open dislocation lumbar spine
msk_cod,68893001,Contusion of buttock
msk_cod,46866001,Fracture of bone of lower limb
msk_cod,240047005,X-linked muscular dystrophy with limb girdle distribution
msk_cod,263051004,Subluxation of shoulder joint
msk_cod,65974003,Orbital periostitis
msk_cod,367822000,Entire articular process of eighth thoracic vertebra
msk_cod,128219005,Dysostosis of bone of skull
msk_cod,1172584005,Childhood-onset basal ganglia degeneration syndrome
msk_cod,12105581000119108,Full thickness burn of right palm
msk_cod,123571004,Congenital anomaly of metacarpal bone
msk_cod,6561007,Pain in urethra
msk_cod,445438006,Loose body in joint of spine (disorder)
msk_cod,722763000,Infantile dystonia parkinsonism (disorder)
msk_cod,210563002,"Open wound of hand, palm"
msk_cod,250123008,Large effusion in suprapatellar pouch
msk_cod,17409003,Facial hemiparesis
msk_cod,10847341000119108,Open wound of left foot due to animal bite (disorder)
msk_cod,73751008,Mee's line
msk_cod,263065002,Fracture dislocation of costovertebral joint
msk_cod,245887004,T12/L1 ligamentum flavum
msk_cod,95860004,Traumatic amputation of leg
msk_cod,11809941000119102,Abrasion of left knee (disorder)
msk_cod,65103009,Galeazzi's sign
msk_cod,94383004,Secondary malignant neoplasm of long bone of upper limb
msk_cod,10678751000119101,Localized swelling of left lower limb
msk_cod,10833901000119103,Open fracture of third metatarsal bone of right foot
msk_cod,49862000,Full thickness burn of thigh
msk_cod,298346008,Observation of frequency of falls
msk_cod,417310005,Sphenobasilar synchondrosis lateral strain (finding)
msk_cod,1237135009,Varicose vein of lower limb co-occurrent with varicose ulcer and eczema (disorder)
msk_cod,95015004,Neoplasm of uncertain behavior of pubis
msk_cod,15675081000119107,Bilateral supraspinatus tendinitis
msk_cod,764995008,"Nail and tooth abnormalities, marginal palmoplantar keratoderma, oral hyperpigmentation syndrome"
msk_cod,299441009,Increased passive range of ankle extension
msk_cod,279048002,Internal mammary artery syndrome
msk_cod,351661000119103,Melanocytic nevus of left upper limb (disorder)
msk_cod,299078001,Decreased active range of finger extension
msk_cod,429421009,Injury of artery of hand (disorder)
msk_cod,205288000,Duplication of whole hand
msk_cod,1204354006,Infected bone screw
msk_cod,721579004,Primary synovial sarcoma of soft tissue of limb (disorder)
msk_cod,298190007,Wrist joint hypermobility
msk_cod,95336007,Localized lipodermatosclerosis
msk_cod,19652000,Open fracture of femoral condyle of femur
msk_cod,318541000119102,Acquired kyphosis of cervicothoracic spine due to poor posture
msk_cod,280787009,Entire T5 vertebral lamina
msk_cod,25606004,Kyphoscoliosis type
msk_cod,308145001,Pathological fracture of cervical vertebra
msk_cod,165564008,Entire articular process of axis
msk_cod,201256000,Traumatic leg ulcer
msk_cod,15912091000119107,Open fracture of right femoral head
msk_cod,201201000,Podopompholyx
msk_cod,298715006,Chest movement normal
msk_cod,1251452003,Proximal monosomy 4q25
msk_cod,281896009,Entire L5/S1 intervertebral foramen
msk_cod,700285006,Congenital velopharyngeal dysfunction (disorder)
msk_cod,1217538005,Entire periosteum of patella
msk_cod,362910006,Entire joint of cervical vertebra
msk_cod,109693003,Acute osteomyelitis of maxilla
msk_cod,283863000,Crush injury of sole of foot
msk_cod,731711003,Entire bone of T9 (body structure)
msk_cod,209439007,Carpal joint sprain
msk_cod,109724006,Bilateral coronoid hypoplasia of mandible
msk_cod,1073531000119109,Infective arthritis of left foot (disorder)
msk_cod,28359007,"Closed fracture fibula, head"
msk_cod,204013004,Sacral spina bifida without hydrocephalus - closed
msk_cod,4349002,Open fracture of multiple sites of metacarpus (disorder)
msk_cod,10633311000119108,Cellulitis of right knee
msk_cod,93121001,Lack of ossification of supraoccipital bone
msk_cod,297162006,Crural artery thrombosis
msk_cod,280786000,Entire T4 vertebral lamina
msk_cod,15796001,Maxillary prognathism
msk_cod,80406003,Pathological dislocation of joint
msk_cod,61633005,Inferior articular process of cervical vertebra
msk_cod,274609004,Plantar response-L=flexor
msk_cod,362054003,Entire arterial network of knee
msk_cod,100211000119106,Muscle spasm of thoracic back
msk_cod,737255000,Injury of muscle of pelvis (disorder)
msk_cod,447018003,Open fracture of lateral condyle of humerus (disorder)
msk_cod,704165006,Closed fracture of middle phalanx of index finger (disorder)
msk_cod,149811000146104,Proportionate bilateral long legs
msk_cod,299659002,Observation of arrangement of pelvis
msk_cod,299638009,Toe joint red
msk_cod,283368002,Laceration of axilla
msk_cod,209215000,"Closed traumatic subluxation, sternoclavicular joint, posterior"
msk_cod,445760005,Acute sprain of ligament of neck (disorder)
msk_cod,202293009,Extension contracture of metatarsophalangeal joint
msk_cod,209378007,Closed fracture subluxation of interphalangeal joint of multiple toes
msk_cod,250059000,Bumps into things
msk_cod,302258001,Back problem
msk_cod,443904006,Corona phlebectatica (disorder)
msk_cod,54748006,Open dislocation of thumb (disorder)
msk_cod,238497004,Sheepshearer's hair sinus
msk_cod,187846001,Malignant neoplasm of thyroid cartilage
msk_cod,699221007,Acral keratosis
msk_cod,729814008,Entire articular cartilage of lateral femoral condyle (body structure)
msk_cod,299560004,Long bone in foot
msk_cod,298949008,Normal active range of wrist flexion
msk_cod,298787006,Normal active range of shoulder extension
msk_cod,1254883007,Callosity of hindfoot
msk_cod,16015271000119101,Impingement of right ankle joint (disorder)
msk_cod,698491009,Multiple open wounds of lower limb with complication (disorder)
msk_cod,263172003,Fracture of mandible
msk_cod,126532006,Neoplasm of skin of toe (disorder)
msk_cod,301160009,Dorsalis pedis pulse present
msk_cod,1187210007,"Intellectual disability, epilepsy, extrapyramidal syndrome"
msk_cod,92725005,Carcinoma in situ of skin of finger
msk_cod,1157067003,Malignant neoplasm of vertebra
msk_cod,15684521000119106,Periostitis of left foot (disorder)
msk_cod,363055007,Degenerative disorder of cartilage
msk_cod,202014009,Transient arthropathy of talonavicular joint
msk_cod,1217491004,Structure of periosteum of patella (body structure)
msk_cod,371162008,Closed fracture of skull (disorder)
msk_cod,203996001,Cervical myelocystocele
msk_cod,280797000,Entire C6 vertebral lamina
msk_cod,720600004,Camptodactyly with fibrous tissue hyperplasia and skeletal dysplasia syndrome (disorder)
msk_cod,11831321000119100,Injury of dorsal vein of left foot (disorder)
msk_cod,874831002,Superficial foreign body in scapular region (disorder)
msk_cod,32119002,T2 dorsal arch
msk_cod,445116003,Encephalocele of vertex (disorder)
msk_cod,127292004,ACL sprain
msk_cod,299090004,No active range of finger abduction
msk_cod,38228000,Paralysis of tongue
msk_cod,1074201000119102,Chondrocalcinosis of left ankle (disorder)
msk_cod,10626431000119102,Carbuncle of right thumb
msk_cod,722389002,Congenital hereditary facial paralysis with variable hearing loss syndrome (disorder)
msk_cod,195305003,Gangrene of thumb
msk_cod,441636005,Myotonia due to drug
msk_cod,1077611000119106,Chronic osteomyelitis of right ankle
msk_cod,93577008,Incomplete ossification of clavicle
msk_cod,72497001,Closed fracture of neck of radius
msk_cod,722298001,Ballard syndrome (disorder)
msk_cod,1066121000000109,Simple venous leg ulcer (disorder)
msk_cod,111243002,Bursitis of knee region
msk_cod,230561007,Congenital neuropathy with arthrogryposis multiplex congenita
msk_cod,447710003,Dermatofibrosarcoma protuberans of skin of shoulder (disorder)
msk_cod,84417007,Blister of forearm with infection
msk_cod,205351000,Perodactylia of great toe
msk_cod,704411002,Open transcondylar fracture of distal humerus (disorder)
msk_cod,816196008,Oedema of bilateral upper arms
msk_cod,209345000,Open fracture dislocation of patellofemoral joint
msk_cod,12989004,Eleventh thoracic vertebra
msk_cod,12103111000119105,Burn of toe of right foot
msk_cod,208006009,"Closed spinal fracture with complete cervical cord lesion, C5-7"
msk_cod,300950007,Infected hand
msk_cod,722032005,Karsch Neugebauer syndrome
msk_cod,28595000,Subtendinous bursae of sartorius muscle
msk_cod,28204005,Inherited arthrogryposis
msk_cod,1217210001,Hyperostosis cranialis interna (disorder)
msk_cod,239724009,Deficiency of anterior cruciate ligament
msk_cod,36758002,Late effect of fracture of lower extremities
msk_cod,263259006,Dislocation of costal cartilage
msk_cod,281354003,Leaking synovial cyst of knee
msk_cod,298095004,Foreign body of skin of groin
msk_cod,410796000,Juvenile seropositive polyarthritis (disorder)
msk_cod,283410004,Cut of shoulder
msk_cod,94145009,Malignant neoplasm of zygomatic bone
msk_cod,829986000,Edema of bilateral feet
msk_cod,281518003,Volar transscaphoid-lunate fracture dislocation
msk_cod,191990001,Transient childhood tic
msk_cod,298962007,Decreased active range of wrist extension
msk_cod,10632111000119100,Abscess of finger of right hand
msk_cod,298653007,Increased passive range of lumbar spine right rotation
msk_cod,212363007,Injury of multiple nerves at shoulder and upper arm level
msk_cod,445345005,Remitting seronegative symmetrical synovitis with pitting edema (disorder)
msk_cod,718909001,X-linked intellectual disability Stevenson type (disorder)
msk_cod,16034511000119100,Hypertrophy of bone of left fibula
msk_cod,367837001,Intervertebral disc space of seventh thoracic vertebra
msk_cod,79362003,Ischiopubic synchondrosis of van Neck
msk_cod,11820691000119100,Multidirectional instability of right glenohumeral joint (disorder)
msk_cod,314893005,Arthropathy due to type 1 diabetes mellitus (disorder)
msk_cod,308144002,Recurrent subluxation of the hip joint
msk_cod,210760001,"Traumatic amputation, through knee"
msk_cod,876851000000102,Left knee reflex absent (finding)
msk_cod,778068007,Autosomal recessive cutis laxa type 2B
msk_cod,1074771000119100,Arthritis of finger of bilateral hand (disorder)
msk_cod,450728161000119104,Pressure injury of deep tissue of left ankle
msk_cod,15741641000119102,Acquired deformity of bilateral forearms (disorder)
msk_cod,93638003,Malignant melanoma of skin of knee
msk_cod,20566008,Toeing-out
msk_cod,715986009,Camptodactyly with joint contracture and facial skeletal defect syndrome (disorder)
msk_cod,301319006,Hand present
msk_cod,719378009,Microcephalus with brachydactyly and kyphoscoliosis syndrome (disorder)
msk_cod,783722008,Myopathy and diabetes mellitus (disorder)
msk_cod,239177006,Post-episiotomy pain
msk_cod,299558001,Observation of bone of foot
msk_cod,89638008,Xiphodynia
msk_cod,308156001,Entire anulus fibrosus of intervertebral disc of fifth lumbar vertebra
msk_cod,366556009,Finger joint colour - finding
msk_cod,83011000119100,Venous stasis ulcer co-occurrent with edema of lower leg
msk_cod,78044008,Atlanto-occipital malformation
msk_cod,957961000000103,Enthesitis of patellar tendon
msk_cod,298376001,Temporomandibular joint painful on movement
msk_cod,1073291000119105,Arthritis of left hand caused by bacteria (disorder)
msk_cod,609592007,Mononeuropathy of lower limb
msk_cod,712498004,Mass of lesser toe (finding)
msk_cod,722459008,"Male hypergonadotropic hypogonadism, intellectual disability, skeletal anomaly syndrome (disorder)"
msk_cod,722571004,Linear fracture of skull due to birth trauma (disorder)
msk_cod,272619006,Aspect of knee region
msk_cod,1255995002,Traumatic rupture of tendon of wrist region (disorder)
msk_cod,205144002,Simple syndactyly of toes
msk_cod,16012791000119103,Thrombosis of artery of right lower limb
msk_cod,14096004,Nonvenomous insect bite of scapular region with infection
msk_cod,288213002,Synovitis/tenosynovitis - hand
msk_cod,15675401000119105,Tendinitis of bilateral feet (disorder)
msk_cod,44957002,Open wound of hand except fingers with tendon involvement
msk_cod,11809021000119109,Wound of left hip region due to nonvenomous insect bite
msk_cod,202158006,Elbow loose joint body
msk_cod,198281000000108,Poor grip strength (observable entity)
msk_cod,211967004,Superficial partial thickness burn of toe(s)
msk_cod,29283005,Structure of transverse process of seventh cervical vertebra
msk_cod,782758009,"Finger hyperphalangy, toe anomalies, severe pectus excavatum syndrome (disorder)"
msk_cod,724351008,Hereditary hyperekplexia (disorder)
msk_cod,299023007,Wrist joint red
msk_cod,1260389007,Hemichorea due to abscess of brain (disorder)
msk_cod,10640871000119101,Chronic non-pressure ulcer of calf extending to fat level
msk_cod,280749001,Entire T10 vertebral pedicle
msk_cod,788937001,Fracture of bone after implantation of orthopedic device
msk_cod,128226005,Disorder of palatine bone
msk_cod,317751000119109,Peroneal tendinitis of right lower limb (disorder)
msk_cod,234040003,Saphenous vein thrombophlebitis
msk_cod,19373007,External ophthalmoplegia
msk_cod,93383007,Congenital misalignment of centrum of thoracic vertebra
msk_cod,449689008,Blister of lower leg with infection (disorder)
msk_cod,269121000,Closed dislocation C6/C7
msk_cod,19563009,Intervertebral foramen of third cervical vertebra
msk_cod,399112009,Seronegative arthritis (disorder)
msk_cod,709585003,Atherosclerosis of nonautologous biological bypass graft of lower limb
msk_cod,30211000175107,Pressure injury of right elbow stage I (disorder)
msk_cod,209179005,Closed spinal subluxation with anterior lumbar cord lesion
msk_cod,271799000,Head movements abnormal
msk_cod,16052631000119103,Tendinosis of left shoulder (disorder)
msk_cod,16044751000119106,"Juvenile idiopathic arthritis, polyarthritis"
msk_cod,722452004,"Preaxial deficiency, postaxial polydactyly, hypospadias syndrome (disorder)"
msk_cod,161891005,Backache
msk_cod,94945005,Neoplasm of uncertain behavior of muscle of lower limb
msk_cod,767190009,Ganglion of shoulder
msk_cod,16206741000119104,Piriformis syndrome of bilateral lower limbs (disorder)
msk_cod,15690521000119100,Infective arthritis of bilateral knees (disorder)
msk_cod,93713003,Malignant neoplasm of blood vessel of upper limb
msk_cod,1208998007,"Tumor necrosis factor receptor associated factor 7-associated heart defect, digital anomalies, facial dysmorphism, motor and speech delay syndrome"
msk_cod,1204370008,Mass of big toe
msk_cod,10638511000119105,Chronic ulcer of right thigh (disorder)
msk_cod,36678001,Pyogenic arthritis of the shoulder region
msk_cod,269581007,Malignant melanoma of lower limb
msk_cod,283287006,Wood splinter in forearm
msk_cod,10631831000119107,Thumb onychia
msk_cod,39402007,Pelvic pain syndrome
msk_cod,210625001,"Traumatic amputation, finger, through metacarpophalangeal joint"
msk_cod,323771000119100,Simple syndactyly of toes of right foot
msk_cod,209651003,"Complete tear, sternum ligament"
msk_cod,210816005,Injury of internal iliac vein
msk_cod,93014003,Congenital anomaly of palatine bone
msk_cod,233978009,Popliteal entrapment syndrome
msk_cod,712644005,Inflammation of obturator nerve
msk_cod,93649009,Malignant melanoma of skin of thigh
msk_cod,16594005,Periostitis of multiple sites
msk_cod,771546002,Painful and cold arm
msk_cod,882791000000109,Malignant tumour of foot and ankle
msk_cod,448311004,Benign neoplasm of soft tissue of thigh (disorder)
msk_cod,367860009,Entire annulus fibrosus of intervertebral disc of second thoracic vertebra
msk_cod,1091671000119102,Disorder of right mastoid (disorder)
msk_cod,95341004,Hypertrophy of toenail
msk_cod,244520003,Entire joint between bodies of T2 and T3 (body structure)
msk_cod,15935381000119107,Flexion deformity of bilateral shoulders
msk_cod,700305007,Osteoarthritis of calcaneocuboid joint (disorder)
msk_cod,16007391000119103,Bilateral congenital abnormal fusion of carpal bones
msk_cod,187997005,Malignant neoplasm of connective and soft tissue of thumb
msk_cod,316789005,Entire intervertebral space
msk_cod,788484005,Repetitive motion disorder of left thigh (disorder)
msk_cod,161880003,Stiff neck symptom
msk_cod,446227001,Superficial laceration of lower limb (disorder)
msk_cod,281451005,Loosening of femoral component of total knee replacement
msk_cod,11865001000119104,Injury of muscle of left lower leg
msk_cod,773296007,Paronychia due to ingrown nail
msk_cod,281387004,Regional osteoporosis
msk_cod,208775003,Closed traumatic subluxation acromioclavicular joint
msk_cod,703624003,Non-union of joint of foot without infection (disorder)
msk_cod,291871000119109,Disorder of peripheral nerve of right upper limb (disorder)
msk_cod,283804008,Animal bite of axilla
msk_cod,389276005,Patella dysplasia (disorder)
msk_cod,250021008,Bouncy gait
msk_cod,13469002,Spinous process of fifth cervical vertebra
msk_cod,299338001,No active range of knee flexion
msk_cod,11784041000119103,Infected nonvenomous insect bite of right wrist
msk_cod,712483001,Bursitis of upper limb (disorder)
