2025-02-19 21:21:43 - Database connections opened successfully.
2025-02-19 21:21:43 - Loading transitive closure table into memory...
2025-02-19 21:22:07 - Loaded transitive closure table with 1108452 keys.
2025-02-19 21:22:07 - Loading history table into memory...
2025-02-19 21:22:08 - Loaded history table with 307273 keys.
2025-02-19 21:22:08 - Reading input CSV file 'Cerner_UK_Clinical_Standard-12-02-2025.csv'.
2025-02-19 21:22:09 - Found 1233 unique cluster IDs to process.
2025-02-19 21:22:09 - Cluster 'ACE_INHIBITOR_ADVERSE_REACTION_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'CYANOTIC_CONGENITAL_HEART_DISEASE_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'CYSTIC_FIBROSIS_CLIN': original count = 2, added = 15, new total = 17 codes.
2025-02-19 21:22:11 - Cluster 'DECLINED_REFERRAL_TO_DIETITIAN_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'DECLINED_TO_GIVE_SMOKING_STATUS_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'DEMENTIA_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'DEPENDENT_FEEDING_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:11 - Cluster 'DEPRESSION_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'DEPRESSION_RESOLVED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'DEPRESSION_SCREENING_DECLINED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'DEPRESSION_SCREENING_NEGATIVE_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'DEPRESSION_SCREENING_POSITIVE_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'DEPRESSION_IN_FULL_REMISSION_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'DIABETES_CHEMICAL_INDUCED_CLIN': original count = 2, added = 4, new total = 6 codes.
2025-02-19 21:22:11 - Cluster 'DIABETES_GESTATIONAL_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:11 - Cluster 'DIABETES_MELLITUS_OTHER_CLIN': original count = 2, added = 21, new total = 23 codes.
2025-02-19 21:22:11 - Cluster 'DIABETES_MELLITUS_QOF_CLIN': original count = 1, added = 2, new total = 3 codes.
2025-02-19 21:22:11 - Cluster 'DIABETES_MELLITUS_TYPE_1_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'DIABETES_MELLITUS_TYPE_2_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'DIABETES_PREVENTION_PROGRAMME_NOT_COMPLETE_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'DIABETES_PREVENTION_PROGRAMME_REFERRAL_DECLINED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'DIABETES_REMISSION_CLIN': original count = 1, added = 2, new total = 3 codes.
2025-02-19 21:22:11 - Cluster 'DIABETES_RESOLVED_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:11 - Cluster 'DIABETES_SCREENING_DECLINED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'REFERRAL_TO_DM_STRUCTURED_EDUCATION_PROGRAMME_DECLINED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'DM_STRUCTURED_EDUCATION_PROGRAMME_INCOMPLETE_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'DM_STRUCTURED_EDUCATION_PROGRAMME_OFFERED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'MODY_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'DIABETIC_EYE_EXAM_FINDING_CLIN': original count = 2, added = 21, new total = 23 codes.
2025-02-19 21:22:11 - Cluster 'DIABETIC_FOOT_EXAM_DECLINED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'DIABETIC_FOOT_EXAM_NOT_INDICATED_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:11 - Cluster 'DIABETIC_FOOT_RISK_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:11 - Cluster 'DIABETIC_NEPHROPATHY_CLIN': original count = 3, added = 0, new total = 3 codes.
2025-02-19 21:22:11 - Cluster 'DIABETIC_RETINOPATHY_SCREENING_DECLINED_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:11 - Cluster 'DIABETIC_RETINOPATHY_SCREENING_NOT_INDICATED_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:11 - Cluster 'DNA_DM_STRUCTURED_EDUCATION_PROGRAMME_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'DIETARY_ADVICE_CLIN': original count = 2, added = 1, new total = 3 codes.
2025-02-19 21:22:11 - Cluster 'DECLINED_DIETARY_ADVICE_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'DIPYRIDAMOLE_ADVERSE_REACTION_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'DIPYRIDAMOLE_ALLERGY_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:11 - Cluster 'DIPYRIDAMOLE_CONTRAINDICATED_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:11 - Cluster 'DISCUSSION_OF_DO_NOT_ATTEMPT_CPR_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:11 - Cluster 'DISCUSSION_OF_DO_NOT_ATTEMPT_CPR_NOT_APPROPRIATE_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'DIZZINESS_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:11 - Cluster 'DOES_NOT_MISUSE_DRUGS_CLIN': original count = 1, added = 3, new total = 4 codes.
2025-02-19 21:22:11 - Cluster 'DOWN_SYNDROME_TRISOMY_21_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'DRUG_MISUSE_ASSESSMENT_DECLINED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'DRUG_MISUSE_INTERVENTION_ATTENDANCE_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'DRUG_MISUSE_STATUS_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'DYSPHAGIA_CLIN': original count = 3, added = 18, new total = 21 codes.
2025-02-19 21:22:11 - Cluster 'DYSPNEA_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'ECHO_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:11 - Cluster 'EISENMENGER_SYNDROME_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:11 - Cluster 'ELECTROCARDIOGRAM_CLIN': original count = 2, added = 320, new total = 322 codes.
2025-02-19 21:22:11 - Cluster 'EMPHYSEMA_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'END_STAGE_COPD_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'END_STAGE_RENAL_DISEASE_CLIN': original count = 1, added = 9, new total = 10 codes.
2025-02-19 21:22:11 - Cluster 'IRAK_4_DEFICIENCY_SYNDROME_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'ERYTHROCYTE_SEDIMENTATION_RATE_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:11 - Cluster 'EXACERBATION_ASTHMA_CLIN': original count = 2, added = 17, new total = 19 codes.
2025-02-19 21:22:11 - Cluster 'CARDIOVASCULAR_SYSTEM_EXAMINATION_CLIN': original count = 1, added = 8920, new total = 8921 codes.
2025-02-19 21:22:11 - Cluster 'RESPIRATORY_SYSTEM_EXAMINATION_CLIN': original count = 1, added = 4901, new total = 4902 codes.
2025-02-19 21:22:11 - Cluster 'EXCESSIVE_FLUID_INTAKE_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'EXCLUDED_FROM_DIABETIC_RETINOPATHY_SCREENING_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'EXCLUSION_MEDICAL_REASON_ACE_INHIBITOR_THERAPY_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'EXCLUSION_MEDICAL_REASON_ANGIOTENSIN_II_RECEPTOR_BLOCKER_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'EXCLUSION_MEDICAL_REASON_BETA_BLOCKER_THERAPY_CLIN': original count = 2, added = 3, new total = 5 codes.
2025-02-19 21:22:11 - Cluster 'EXCLUSION_MEDICAL_REASON_ANTICOAGULANT_THERAPY_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'EXCLUSION_MEDICAL_REASON_VITAMIN_K_ANTAGONIST_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'EXERCISE_ASSESSMENT_DECLINED_CLIN
EXERCISE_ASSESSMENT_DECLINED_SITUATION': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'EXPOSURE_TO_ENVIRONMENTAL_TOBACCO_SMOKE_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'FAECAL_CONTINENCE_ASSESSMENT_COMPLETE_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'FALL_EVENT_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:11 - Cluster 'FALLS_RISK_ASSESSMENT_COMPLETE_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:11 - Cluster 'FALL_RISK_ASSESSMENT_NOT_INDICATED_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:11 - Cluster 'FAMILIAL_COMBINED_HYPERLIPIDEMIA_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'FAMILIAL_HYPERLIPIDEMIA_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'FAMILY_HISTORY_OF_HYPERLIPIDEMIA_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'FAMILY_HISTORY_OF_HYPERTENSION_CLIN': original count = 2, added = 2, new total = 4 codes.
2025-02-19 21:22:11 - Cluster 'FAMILY_HISTORY_OF_ISCHEMIC_HEART_DISEASE_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'FAMILY_HISTORY_OF_STROKE_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:11 - Cluster 'FAMILY_HISTORY_OF_SUDDEN_CARDIAC_DEATH_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'FAMILY_HISTORY_OF_SUDDEN_DEATH_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'FAST_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'BODY_MASS_INDEX_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:11 - Cluster 'FOOT_EXAM_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:11 - Cluster 'FRAILTY_ASSESSMENT_DECLINED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'GPPAQ_CLIN': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:11 - Cluster 'GPPAQ_ACTIVE_CLIN': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:11 - Cluster 'GPPAQ_DECLINED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'GPPAQ_INACTIVE_CLIN': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:11 - Cluster 'GPPAQ_MODERATELY_ACTIVE_CLIN': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:11 - Cluster 'GPPAQ_MODERATELY_INACTIVE_CLIN': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:11 - Cluster 'PNEUVAC1_COD_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'GENITAL_HERPES_CLIN': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:11 - Cluster 'GLAUCOMA_CLIN': original count = 2, added = 3, new total = 5 codes.
2025-02-19 21:22:11 - Cluster 'GLOMERULAR_FILTRATION_RATE_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'GOLD_STANDARD_FRAMEWORK_FAST_TRACK_PACKAGE_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'GOLD_STANDARD_FRAMEWORK_STAGE_C_YELLOW_CLIN': original count = 2, added = 9, new total = 11 codes.
2025-02-19 21:22:11 - Cluster 'GOLD_STANDARD_FRAMEWORK_STAGE_D_RED_CLIN': original count = 2, added = 9, new total = 11 codes.
2025-02-19 21:22:11 - Cluster 'GONOCOCCAL_INFECTION_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'GRIP_STRENGTH_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'GUILLAIN_BARRE_SYNDROME_CLIN': original count = 2, added = 87, new total = 89 codes.
2025-02-19 21:22:11 - Cluster 'HIV_INFECTION_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:11 - Cluster 'HGB_CLIN': original count = 2, added = 327, new total = 329 codes.
2025-02-19 21:22:11 - Cluster 'HAEMOGLOBIN_A1C_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:11 - Cluster 'HEMOPTYSIS_CLIN': original count = 3, added = 1, new total = 4 codes.
2025-02-19 21:22:11 - Cluster 'HAS_CAREGIVER_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'HEARING_SCREENING_CLIN': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:11 - Cluster 'HEART_FAILURE_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'HEART_FAILURE_PRESERVED_EJECTION_FRACTION_CLIN': original count = 1, added = 4, new total = 5 codes.
2025-02-19 21:22:11 - Cluster 'HEART_FAILURE_REVIEW_CLIN
HEART_FAILURE_REVIEW_SITUATION': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'HEART_RHYTHM_CLIN': original count = 1, added = 4, new total = 5 codes.
2025-02-19 21:22:11 - Cluster 'HEART_RHYTHM_ABNORMAL_CLIN': original count = 4, added = 3, new total = 7 codes.
2025-02-19 21:22:11 - Cluster 'HEART_SOUNDS_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'HEART_SOUNDS_ABNORMAL_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'HEPA_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'HEPB_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'HEPC_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'HEPD_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'HEPE_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:11 - Cluster 'HEPATITIS_OTHER_CLIN': original count = 1, added = 27, new total = 28 codes.
2025-02-19 21:22:11 - Cluster 'HETEROZYGOUS_FAMILIAL_HYPERCHOLESTEROLEMIA_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'HISTORY_OF_LOWER_RESPIRATORY_TRACT_INFECTION_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:11 - Cluster 'DRUG_MISUSE_HISTORY_CLIN': original count = 2, added = 30, new total = 32 codes.
2025-02-19 21:22:11 - Cluster 'HISTORY_OF_TOBACCO_SMOKING_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'HOMELESS_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'HOSPICE_CARE_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'HOUSEBOUND_CLIN': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:11 - Cluster 'HPV_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'HYPERCHOLESTEROLEMIA_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:11 - Cluster 'HYPERTENSION_CLIN': original count = 1, added = 32, new total = 33 codes.
2025-02-19 21:22:12 - Cluster 'HYPERTENSION_RESOLVED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:12 - Cluster 'HYPOPLASTIC_LEFT_HEART_SYNDROME_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:12 - Cluster 'HYSTERECTOMY_NO_CERVIX_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:12 - Cluster 'ILLICIT_DRUG_SMOKER_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:12 - Cluster 'IMMUNOCOMPROMISED_COHABITANT_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:12 - Cluster 'IMPAIRED_SWALLOWING_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:12 - Cluster 'INCLISIRAN_ADVERSE_REACTION_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:12 - Cluster 'INCLISIRAN_ALLERGY_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:12 - Cluster 'INCLISIRAN_CONTRAINDICATED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:12 - Cluster 'INDEPENDENT_FEEDING_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:12 - Cluster 'INELIGIBLE_FOR_DIABETIC_RETINOPATHY_SCREENING_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:13 - Cluster 'INFLUENZA_VACCINE_ADVERSE_REACTION_CLIN': original count = 2, added = 132918, new total = 132920 codes.
2025-02-19 21:22:13 - Cluster 'INFLUENZA_VACCINE_ALLERGY_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:13 - Cluster 'INFLUENZA_VACCINE_CONTRAINDICATED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:13 - Cluster 'INFLUENZA_VACCINE_DECLINED_CLIN': original count = 1, added = 10, new total = 11 codes.
2025-02-19 21:22:13 - Cluster 'INFLUENZA_VACCINE_NEEDED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:13 - Cluster 'INFLUENZA_VACCINE_RECEIVED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:13 - Cluster 'INFORMAL_CARER_NEEDS_ASSESSMENT_COMPLETED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:13 - Cluster 'INFORMAL_CARER_NEEDS_ASSESSMENT_OFFERED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:13 - Cluster 'INHALED_CORTICOSTEROID_CLIN': original count = 2, added = 5, new total = 7 codes.
2025-02-19 21:22:13 - Cluster 'INHALER_TECHNIQUE_EDUCATION_NOT_APPROPRIATE_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:13 - Cluster 'INHALER_TECHNIQUE_OBSERVED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:13 - Cluster 'INSUFFICIENT_PHYSICAL_ACTIVITY_CLIN': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:13 - Cluster 'INTERSTITIAL_LUNG_DISEASE_CLIN': original count = 1, added = 5, new total = 6 codes.
2025-02-19 21:22:13 - Cluster 'INVASIVE_VENTILATION_CLIN': original count = 2, added = 410, new total = 412 codes.
2025-02-19 21:22:13 - Cluster 'IRREGULAR_PULSE_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:13 - Cluster 'ISCHAEMIC_STROKE_CLIN': original count = 4, added = 62, new total = 66 codes.
2025-02-19 21:22:13 - Cluster 'ISCHEMIC_HEART_DISEASE_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:13 - Cluster 'LEARNING_DISABILITIES_HEALTH_ACTION_PLAN_DECLINED_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:13 - Cluster 'LEARNING_DISABILITIES_HEALTH_ASSESSMENT_DECLINED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:13 - Cluster 'LEARNING_DISABILITIES_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:13 - Cluster 'LEFT_VENTRICULAR_SYSTOLIC_DYSFUNCTION_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:13 - Cluster 'LESBIAN_GAY_OR_HOMOSEXUAL_CLIN': original count = 3, added = 31, new total = 34 codes.
2025-02-19 21:22:13 - Cluster 'LEUKEMIA_CLIN': original count = 2, added = 2, new total = 4 codes.
2025-02-19 21:22:13 - Cluster 'LEUKEMIA_ACUTE_CLIN': original count = 2, added = 2, new total = 4 codes.
2025-02-19 21:22:13 - Cluster 'NEVER_ALCOHOL_USER_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:13 - Cluster 'LIPID_MEASUREMENT_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:13 - Cluster 'LITHIUM_LEVEL_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:13 - Cluster 'LITHIUM_TREATMENT_CLIN': original count = 3, added = 0, new total = 3 codes.
2025-02-19 21:22:13 - Cluster 'LITHIUM_TREATMENT_STOPPED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:13 - Cluster 'LIVE_BIRTH_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:13 - Cluster 'LIVER_DISEASE_CLIN': original count = 1, added = 27, new total = 28 codes.
2025-02-19 21:22:13 - Cluster 'LIVER_DISEASE_CHRONIC_CLIN': original count = 1, added = 27, new total = 28 codes.
2025-02-19 21:22:13 - Cluster 'LIVER_DISEASE_CIRRHOSIS_FIBROSIS_CLIN': original count = 1, added = 49, new total = 50 codes.
2025-02-19 21:22:13 - Cluster 'LIVER_FUNCTION_TEST_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:13 - Cluster 'LIVING_ENVIRONMENT_ASSESSMENT_COMPLETED_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:13 - Cluster 'LONG_TERM_OXYGEN_THERAPY_CLIN': original count = 3, added = 4, new total = 7 codes.
2025-02-19 21:22:13 - Cluster 'MRC_BREATHLESSNESS_SCALE_GRADE_4_AND_ABOVE_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:13 - Cluster 'MRC_BREATHLESSNESS_SCALE_GRADE_3_AND_ABOVE_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:13 - Cluster 'MRC_BREATHLESSNESS_SCALE_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:13 - Cluster 'MACULAR_EDEMA_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:13 - Cluster 'MALAISE_CLIN': original count = 2, added = 2, new total = 4 codes.
2025-02-19 21:22:13 - Cluster 'MASTECTOMY_BILATERAL_CLIN': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:13 - Cluster 'MASTECTOMY_LEFT_CLIN': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:13 - Cluster 'MASTECTOMY_RIGHT_CLIN': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:13 - Cluster 'MASTECTOMY_UNILATERAL_CLIN': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:13 - Cluster 'MEDICATION_REVIEW_COMPLETED_CLIN': original count = 3, added = 57, new total = 60 codes.
2025-02-19 21:22:13 - Cluster 'MENTAL_HEALTH_ASSESSMENT_DECLINED_CLIN': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:13 - Cluster 'MENTAL_HEALTH_CONDITION_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:13 - Cluster 'MILD_FRAILTY_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:13 - Cluster 'MODERATE_FRAILTY_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:13 - Cluster 'MODERATE_OR_SEVERE_LV_SYSTOLIC_DYSFUNCTION_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:13 - Cluster 'MULTIPLE_MYELOMA_CLIN': original count = 2, added = 3, new total = 5 codes.
2025-02-19 21:22:13 - Cluster 'MYOCARDIAL_INFARCTION_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:13 - Cluster 'NHS_DIABETES_PREVENTION_PROGRAMME_ATTENDED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:13 - Cluster 'NHS_HEALTH_CHECK_COMPLETED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:13 - Cluster 'NHS_HEALTH_CHECK_DECLINED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:13 - Cluster 'NHS_HEALTH_CHECK_NOT_APPROPRIATE_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:13 - Cluster 'NEED_HELP_WITH_FEEDING_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'NEPHROPATHY_CLIN': original count = 1, added = 171, new total = 172 codes.
2025-02-19 21:22:14 - Cluster 'NEPHROTIC_SYNDROME_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'NEVER_BEEN_SEXUALLY_ACTIVE_CLIN': original count = 3, added = 2, new total = 5 codes.
2025-02-19 21:22:14 - Cluster 'NEVER_TOBACCO_SMOKER_CLIN': original count = 3, added = 29, new total = 32 codes.
2025-02-19 21:22:14 - Cluster 'NEW_SEXUAL_PARTNER_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'NEXT_OF_KIN_DETAILS_CLIN': original count = 1, added = 0, new total = 1 codes.
